,Unnamed: 0,class,cap-shapenum,cap-surfacenum,cap-colornum,bruisesnum,odornum,gill-attachmentnum,gill-spacingnum,gill-sizenum,gill-colornum,stalk-shapenum,stalk-rootnum,stalk-surface-above-ringnum,stalk-surface-below-ringnum,stalk-color-above-ringnum,stalk-color-below-ringnum,veil-typenum,veil-colornum,ring-numbernum,ring-typenum,spore-print-colornum,populationnum,habitatnum,poison,edible
7707,7707,p,3,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
3206,3206,e,2,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
5618,5618,p,5,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
2936,2936,e,2,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
1456,1456,e,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0,1
5664,5664,e,3,0,4,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0,1
7187,7187,p,3,3,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1,0
6655,6655,p,3,2,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1,0
6224,6224,p,3,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
7320,7320,p,2,2,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
3164,3164,p,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
1819,1819,e,5,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
7543,7543,e,3,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,0,4,2,0,1
6418,6418,p,5,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
5970,5970,e,5,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0,1
4118,4118,p,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1,1,0
7458,7458,p,3,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1,0
3964,3964,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4,1,0
2406,2406,e,5,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0,0,1
3394,3394,e,2,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
3192,3192,e,2,0,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0,1
3485,3485,e,2,0,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
4024,4024,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1,0
7609,7609,e,5,0,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0,1
4398,4398,p,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
5214,5214,p,5,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,4,1,1,0
5247,5247,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4,1,0
8040,8040,e,0,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,8,4,2,0,1
5598,5598,e,5,3,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0,1
5475,5475,p,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0,1,0
3422,3422,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
7074,7074,p,2,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
1135,1135,e,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1,0,1
7419,7419,p,3,2,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
5728,5728,p,2,2,3,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
1753,1753,e,5,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
6516,6516,p,5,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1,0
7599,7599,p,3,3,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1,0
484,484,e,2,2,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0,1
4917,4917,p,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4,1,0
1323,1323,p,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5,1,0
7496,7496,p,5,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
4685,4685,p,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1,0
281,281,e,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
7619,7619,p,3,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1,0
5985,5985,p,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
2551,2551,e,2,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
1171,1171,e,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
7430,7430,p,3,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1,0
3084,3084,e,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,4,0,0,1
2579,2579,e,5,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
6099,6099,p,2,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1,0
3869,3869,p,5,2,3,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
6698,6698,p,2,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1,0
242,242,e,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
8076,8076,e,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,8,1,2,0,1
4826,4826,p,0,0,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1,0
4901,4901,p,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4,1,0
2083,2083,e,2,0,4,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
2299,2299,e,5,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
5652,5652,e,3,2,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
2168,2168,e,5,3,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
7116,7116,e,5,3,3,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0,1
2687,2687,e,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
5998,5998,p,2,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,5,1,0
3020,3020,e,2,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
2831,2831,e,5,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
1962,1962,e,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0,1
296,296,e,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
6563,6563,p,5,2,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1,0
5035,5035,p,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
1743,1743,e,5,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
782,782,e,0,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0,1
4303,4303,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0,1,0
1190,1190,e,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0,1
7174,7174,p,3,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
1524,1524,e,5,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
911,911,e,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0,1
476,476,e,5,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,5,5,0,1
6536,6536,p,2,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1,0
4013,4013,p,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1,0
379,379,e,0,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1,0,1
6329,6329,p,2,3,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1,0
7302,7302,p,2,3,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1,0
1860,1860,e,5,0,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0,1
797,797,e,5,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0,1
4643,4643,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1,0
3179,3179,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1,0
110,110,e,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
5697,5697,p,5,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
7601,7601,p,3,3,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
4850,4850,p,5,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1,0
3832,3832,e,2,0,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0,0,1
4209,4209,p,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1,0
2996,2996,e,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0,0,1
377,377,e,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
6640,6640,p,2,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1,0
7199,7199,p,2,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
7904,7904,e,5,0,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0,1
5571,5571,p,0,3,8,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1,0
4816,4816,p,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
1304,1304,e,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0,1
587,587,e,2,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5,0,1
2201,2201,e,5,0,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0,0,1
801,801,e,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0,1
6618,6618,p,5,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1,0
2953,2953,e,2,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0,0,1
7275,7275,p,3,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
3743,3743,e,2,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0,0,1
7479,7479,e,0,0,3,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,3,1,0,1
6119,6119,p,3,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1,0
3559,3559,p,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
5575,5575,p,5,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,1,1,0
3627,3627,p,5,0,5,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
6025,6025,p,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
401,401,e,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0,1
718,718,e,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1,0,1
7831,7831,e,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,8,1,2,0,1
3587,3587,e,2,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0,1
3875,3875,e,5,0,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
3036,3036,e,2,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0,1
5808,5808,p,5,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,5,1,0
3412,3412,e,2,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
3673,3673,e,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
3307,3307,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
5763,5763,p,2,2,8,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5,1,0
7572,7572,p,3,2,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
6777,6777,p,5,2,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1,0
6248,6248,p,5,2,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1,0
4210,4210,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1,0
4791,4791,p,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
2336,2336,e,5,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
7659,7659,e,3,0,8,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0,1
2093,2093,e,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1,0,1
3055,3055,e,2,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0,1
3512,3512,e,2,3,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0,1
2383,2383,e,2,0,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
5378,5378,e,5,3,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
6897,6897,p,2,2,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
3971,3971,p,5,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1,0
1059,1059,e,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
5242,5242,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
5021,5021,p,5,2,3,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
7414,7414,p,5,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1,0
2258,2258,e,5,3,2,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
3209,3209,p,5,0,8,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
5942,5942,p,5,2,3,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1,1,0
609,609,e,2,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5,0,1
2810,2810,e,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
6774,6774,e,5,0,8,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,2,1,0,1
1423,1423,e,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
7606,7606,p,3,2,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
3940,3940,p,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1,1,0
4833,4833,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
7293,7293,e,3,2,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
3616,3616,p,5,0,5,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1,0
3172,3172,e,2,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
3609,3609,e,2,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
7811,7811,e,5,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,8,4,2,0,1
7586,7586,e,0,2,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0,1
2253,2253,e,2,0,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0,1
5194,5194,p,5,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1,0
6819,6819,p,2,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1,0
469,469,e,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
2050,2050,e,5,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1,0,1
4718,4718,p,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1,1,0
4255,4255,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
4114,4114,p,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1,0
3373,3373,e,2,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,4,0,0,1
4949,4949,p,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
48,48,e,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
2479,2479,e,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0,1
3563,3563,e,2,3,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0,0,1
7611,7611,p,3,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1,0
4928,4928,p,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0,1,0
7928,7928,p,3,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1,0
3873,3873,p,5,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1,0
6372,6372,p,2,3,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1,0
2805,2805,e,2,3,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0,1
6125,6125,p,2,3,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
5404,5404,p,5,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1,0
5443,5443,e,5,3,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0,1
2554,2554,e,5,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0,1
3557,3557,p,5,2,3,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
4174,4174,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1,0
32,32,e,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
2486,2486,e,5,3,2,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0,1
230,230,e,5,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5,0,1
2148,2148,e,2,0,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
202,202,e,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0,1
4407,4407,p,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
4994,4994,p,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1,0
3549,3549,e,2,0,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0,1
6407,6407,p,2,2,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1,0
714,714,e,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1,0,1
6065,6065,p,2,3,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1,0
5790,5790,p,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1,0
3672,3672,e,2,0,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0,0,1
2786,2786,e,5,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0,0,1
4383,4383,p,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1,0
3527,3527,e,2,3,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,4,0,0,1
6526,6526,p,2,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1,0
2418,2418,e,5,3,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0,0,1
8000,8000,e,0,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,3,1,2,0,1
821,821,e,5,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5,0,1
363,363,e,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4,0,1
2892,2892,p,5,0,8,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1,0
3999,3999,p,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0,1,0
6675,6675,p,2,2,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1,0
7798,7798,p,3,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1,0
6705,6705,p,5,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
7982,7982,p,3,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1,0
2728,2728,e,2,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0,0,1
3299,3299,e,2,0,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0,1
943,943,e,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0,1
5309,5309,e,2,3,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0,1
3915,3915,e,2,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,4,0,0,1
4088,4088,p,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1,0
6740,6740,p,5,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1,0
4974,4974,p,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0,1,0
360,360,e,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1,0,1
6142,6142,e,0,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0,1
748,748,p,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5,1,0
6437,6437,p,2,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1,0
4550,4550,p,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
7011,7011,e,0,2,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0,1
438,438,e,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3,0,1
5116,5116,p,5,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1,0
2356,2356,e,2,0,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,4,0,0,1
5055,5055,p,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4,1,0
7636,7636,e,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,8,1,2,0,1
82,82,e,2,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,5,5,0,1
5512,5512,p,5,2,3,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,1,1,0
7340,7340,p,5,2,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1,0
7642,7642,e,3,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0,1
3577,3577,e,2,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0,0,1
2945,2945,e,5,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
4171,4171,p,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1,0
3907,3907,p,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4,1,0
5746,5746,p,2,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1,0
1887,1887,p,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1,1,0
7353,7353,e,2,3,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0,1
4558,4558,p,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1,0
2904,2904,e,5,3,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0,1
5158,5158,p,2,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1,0
1530,1530,p,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1,0
3331,3331,p,5,2,5,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1,0
